author1	author2	#coauthor
Xiaofeng Yu	Wai Lam	2
Jeff Hoyt	Donald B. Faatz	1
Val Tannen	Richard Hull	1
Baoying Wang	Dongmei Ren	1
Hsiao-Dong Chiang	Chandan K. Reddy	1
Khaled Alsabti	Sreenath Bodagala	1
Hwanjo Yu	Kevin Chen-Chuan Chang	2
Carlos Guestrin	Gaurav Veda	1
Goetz Graefe	Surajit Chaudhuri	1
Vinay K. Chaudhri	Kenneth C. Sevcik	1
Amit Singh	Hakan Ferhatosmanoglu	1
Olivier Verscheure	Pascal Frossard	1
Douglas M. Campbell	David W. Embley	1
Dyce Jing Zhao	Fang Xiong	1
Mihai Stroe	Radu Berinde	1
San-Yih Hwang	Sandeep Mane	2
Fosca Giannotti	Alessio Mazzanti	1
Chun-Nan Hsu	Bo-Hou Yang	1
Qiankun Zhao	Tie-Yan Liu	1
Folke A. Rauscher	Simon Handley	1
Christoph Lingenfelder	Michael Zeller	1
Zhe Li	Kenneth A. Ross	1
Zhijun Yin	Jiawei Han	1
Pang-Ning Tan	Vipin Kumar	6
Steve Lawrence	Gary William Flake	3
Rajan M. Lukose	Martin Scholz	1
Kazunori Okada	Senthil Periaswamy	1
Slobodanka Djordjevic-Kajan	Dragan Stojanovic	1
Patrick Pantel	Dekang Lin	3
Mihai Stroe	Cosmin Negruseri	1
Leo Mark	Michael H. Bohlen	1
Xinyu Guo	Hua Lu	1
Ingo Mierswa	Alfred Ultsch	1
Olivier Verscheure	Eric Bouillet	1
Ismail Sengor Altingovde	Suleyman Cetintas	1
John C. Platt	Mukund Narasimhan	1
Yu Gu	Ge Yu	1
Ben Shneiderman	Loretta Auvil	1
Dan Hong	Hongbo Fu	1
Abhay Mehta	John Clear	1
Zhicheng Dou	Xiaojie Yuan	1
Olivier Verscheure	Deepak S. Turaga	2
Hangzai Luo	Mohand-Said Hacid	2
Kunqing Xie	Jun Yan	1
Carlos Ordonez	C. David Cooke	1
Bart Kuijpers	Paulo Martins Engel	1
Suh-Yin Lee	Chueh-Wei Chang	1
Kenny Daniel	Andrew W. Moore	1
Guoping Wang	Yisong Chen	1
Chen Li	Foto N. Afrati	1
Ullas Nambiar	Mukesh K. Mohania	1
Christian A. Lang	Conrad Murphy	1
A. Ketterlin	Pierre Gancarski	1
Val Tannen	V. S. Subrahmanian	1
Maxim Kormilitsin	Rada Chirkova	2
W. Lam	D. Permunetilleke	1
Jasmine Novak	Ravi Kumar	2
Bhavani M. Thuraisingham	Latifur Khan	1
Zoubin Ghahramani	Karsten M. Borgwardt	1
Daoying Ma	Aidong Zhang	1
Ichigaku Takigawa	Motoki Shiga	1
Xiaoyang Sean Wang	Changzhou Wang	2
Mary S. Neff	Wilfried Teiken	1
Haoqiang Zheng	Balaji Padmanabhan	1
Brian Lent	Ramakrishnan Srikant	1
Theodoros Lappas	Dimitrios Kotsakos	1
Manolis Terrovitis	Timos K. Sellis	1
Rui Xiao	Lan Ye	1
Ilaria Bartolini	Marco Patella	1
Sheng Ma	David Thoenen	1
Victor S. Sheng	Foster Provost	1
Willi Klosgen	Evangelos Simoudis	1
Marco Hulsmann	Christoph M. Friedrich	1
Charu C. Aggarwal	Srinivasan Parthasarathy	1
Christos Faloutsos	Mukund Seshadri	1
Hae-Young Bae	Sung-Hee Kim	1
Bing Lv	Wei Hu	1
Kyuseok Shim	Rakesh Agrawal	1
Eric Bouillet	Aris Anagnostopoulos	1
Xiangji Huang	Dawei Song	1
Fabio Fassetti	Fabrizio Angiulli	2
Foster J. Provost	Raymond J. Mooney	2
Jenny Chiang	Wan Gong	1
Rod Adams	Maria Prapopoulou	1
Rod Hook	Foster Provost	1
Sholom M. Weiss	Stephen J. Buckley	1
Chew Lim Tan	Tianxia Gong	1
Vasilis Vassalos	Yannis Papakonstantinou	1
Linas Bukauskas	Leo Mark	1
Saharon Rosset	Claudia Perlich	3
Jie Cheng	David A. Bell	1
Shouchun Chen	Fei Wang	2
Edward A. Fox	Yuxin Chen	2
Douglas Stott Parker Jr	Kelvin T. Leung	1
David W. Cheung	Gabriel Pui Cheong Fung	1
Carlos Ordonez	Edward Omiecinski	3
Jaideep Srivastava	Carson Murray	1
Cyrus Shahabi	Hyunjin Yoon	1
Victor Lavrenko	Hubert Jin	1
Richard Relue	Xindong Wu	2
David Fuhry	Yang Xiang	2
Ashwin Sridharan	Sridhar Machiraju	1
Mong-Li Lee	Bin Fang	1
Thijs Westerveld	Georgina Ramirez	1
Atsushi Fujii	Toru Takaki	1
Hiroshi Motoda	Kenichi Yoshida	1
Udo Grimmer	Gholamreza Nakhaeizadeh	1
Sumeet Agarwal	Shantanu Godbole	1
Wee-Chong Oon	Jennifer Lai-Pheng Kwan	1
Monica Rogati	Jaime G. Carbonell	1
Enrico Ronchetti	Riccardo Martoglia	1
Noriaki Kawamae	Katsumi Takahashi	1
Amin Mantrach	Luh Yen	1
Jin Wang	Shenghua Bao	1
Ben He	Jiyin He	1
Fosca Giannotti	Maurizio Atzori	1
Yashodhan S. Warke	M. Baum	1
C. Lee Giles	Sergey A. Orshanskiy	1
Brad Harvey	Abhay Mehta	1
Ping Wu	Stanley Y. W. Su	1
Lucian Vlad Lita	Jaime G. Carbonell	1
Yiqun Liu	Yupeng Fu	1
Kotagiri Ramamohanarao	James C. Bezdek	1
Joao M. B. Cavalcanti	Juliana Freire	1
Trivikraman Thampy	Yann LeCun	1
Edgar Hotz	Gholamreza Nakhaeizadeh	2
Young-Min Kim	Massih-Reza Amini	1
David Kempe	Chayant Tantipathananandh	1
Sujeevan Aseervatham	Younes Bennani	1
Peter D. Karp	Suzanne M. Paley	1
Monique V. Vieira	Berthier A. Ribeiro-Neto	2
Jameel Syed	Yike Guo	1
Jure Leskovec	Ashwin Sridharan	1
Meng Su	Hongyan Zhang	1
Qiang Yang	Hua-Jun Zeng	1
Fang-Fei Kuo	Man-Kwan Shan	1
Somayajulu Sripada	Ehud Reiter	1
Rajat Gupta	C. L. L. Gowda	1
Alexander Pretschner	Lutz Gerhard	1
Arthur Zimek	Elke Achtert	1
Sriram Mohan	Arijit Sengupta	1
Junxin Zhang	Salvatore J. Stolfo	1
Moninder Singh	Swaroop K. Chalasani	1
Heiko Muller	Johann Christoph Freytag	1
Florentino Fdez-Riverola	Daniel Glez-Pena	2
Scott T. Leutenegger	Rahul Simha	1
Xiaoying Wu	Stefanos Souldatos	1
Belle L. Tseng	Shenghuo Zhu	1
Alexander Tuzhilin	Gediminas Adomavicius	3
Panayiotis Tsaparas	Foto N. Afrati	1
David Avant	M. Baum	1
Tzachi Rosen	N. Liusternik	1
Massih-Reza Amini	Patrick Gallinari	2
Raphael Hoffmann	Daniel S. Weld	1
Adrian E. Platts	Yi Lu	1
Anna Formica	Michele Missikoff	1
Carlos Ordonez	Cesar A. Santana	1
Aleksander Kolcz	Ophir Frieder	1
Qiankun Zhao	Le Gruenwald	2
Lei Zheng	Shaojun Wang	1
Jacob Eisenstein	Shahram Ghandeharizadeh	1
Jacob Eisenstein	Roger Zimmermann	1
Jian-Tao Sun	Shen Huang	1
Pedro Domingos	Laurie Spencer	1
Jorg Sander	Jianjun Zhou	1
Bing Liu	Wee Sun Lee	1
Daniel Fink	Steve Kelling	1
Willi Klosgen	Yonatan Aumann	1
Devanand Ravindran	Susan Gauch	1
Deyi Li	Yijun Lu	1
Seung-Taek Park	Wei Chu	1
Herman Lam	Stanley Y. W. Su	1
Monique V. Vieira	Alberto H. F. Laender	1
Fionn Murtagh	Mohsen Farid	1
Beena Kamath	Raymond J. Mooney	1
Evangelos E. Kotsifakos	Irene Ntoutsi	1
Bing Liu	Chu Xu	1
Bi-Ru Dai	Jen-Wei Huang	1
David M. Fram	William DuMouchel	1
Steven Minton	Craig A. Knoblock	2
Sridhar Rajagopalan	Beverly Yang	1
Wei Fan	Jing Jiang	1
Ying Li	Ning Liu	1
Xiaoyong Liu	Matthew B. Koll	1
Wenliang Du	Guan Wang	1
Andre Gohr	Alexander Hinneburg	1
Paolo Giorgini	Enrico Blanzieri	1
Yun-Wu Huang	Elke A. Rundensteiner	2
Seyda Ertekin	Leon Bottou	1
Bruno M. Fonseca	Bruno Possas	1
Mohand Boughanem	Karen Sauvagnat	1
Johan Schubert	Ulla Bergsten	1
Shaojun Wang	Yan Liu	1
Stephen D. Durbin	J. Neal Richter	1
Bing Liu	Shuik Ming Lee	1
Rebecca N. Wright	Sheng Zhong	1
Shantanu Godbole	Indrajit Bhattacharya	2
Kai-Wei Chang	Cho-Jui Hsieh	1
Rudiger Wirth	Jorg Schlosser	1
Jahna Otterbacher	Zhu Zhang	1
Xiajiong Shen	Xiaodan Zhang	1
Hiroki Arimura	Satoshi Morinaga	1
Christos Faloutsos	Zhen Guo	1
Sudhir Verma	Yuk Wah Wong	1
Sherri K. Harms	Jitender S. Deogun	1
Huw Roberts	Stephen McKearney	1
Debbie Dunn	Abhay Mehta	1
Wojciech Ziarko	Howard J. Hamilton	2
Jeff Achtermann	Ajay Gupta	1
Xiangye Xiao	Hongbo Fu	1
Bing Liu	Andreas Schaller	2
Hwanjo Yu	ChengXiang Zhai	1
Adetokunbo Makanju	A. Nur Zincir-Heywood	1
Raymond Lieu	Jinhui Liu	1
Reiner Kraft	Chi-Chao Chang	1
Jana Dittmann	Claus Vielhauer	1
Simeon Warner	Johannes Gehrke	1
Colin Germond	R. Bharat Rao	1
Altigran Soares da Silva	Pavel Calado	2
Chang-Hung Lee	Cheng-Ru Lin	3
William F. Punch	Haibin Cheng	1
Marcus Fontoura	Evgeniy Gabrilovich	2
Yong Zhao	Ping Luo	1
Wendy Gersten	Dirk Arndt	1
David Jensen	Hannah Blau	1
Xiaoyun Xu	Zhongfei (Mark) Zhang	1
Aleksandar Lazarevic	Ramdev Kanapady	2
Show-Jane Yen	Yue-Shi Lee	1
Ming-Syan Chen	Ching-Huang Yun	2
Mitsunori Ogihara	Wei Li	1
Shuicheng Yan	Chenyong Hu	1
Steven C. H. Hoi	Edward Y. Chang	1
Rodger A. Brown	David J. Gagne II	1
Stefan Savev	Alan Feuer	1
Amit Chakrabarti	Sheng Zhang	1
Rui Li	M. Tamer Ozsu	1
Jacob Goldenberg	Oded Netzer	1
Wendy Gersten	Rudiger Wirth	1
Murali Mani	Ling Wang	1
Paul Castro	Yu-Ru Lin	1
Aijun An	Gary Promhouse	1
M. Tamer Ozsu	Lei Chen	2
Jordi Turmo	Mihai Surdeanu	1
Peter Ciccolo	Lance Riedel	1
Tim K. Cocx	Joost N. Kok	1
Byung-Hoon Park	George Ostrouchov	1
Aris M. Ouksel	Naphtali Rishe	1
Ying Li	Teresa Mah	2
Chang-Shing Perng	Jian Yin	1
Michael L. Heytens	Debbie Dunn	1
Adetokunbo Makanju	Evangelos E. Milios	1
Rui Li	Jie Lian	1
Charu C. Aggarwal	Ramesh C. Agarwal	1
Jun Xu	Yalou Huang	1
Huidong Jin	Hongxing He	1
Jody J. Daniels	Edwina L. Rissland	1
Jean-Michel Renders	Marco Saerens	1
Brian Staats	Galileo Namata	1
Fabien Feschet	Ricco Rakotomalala	1
Gang Luo	Chunqiang Tang	1
Bin Cao	Qiang Yang	1
Sheau-Dong Lang	Narsingh Deo	1
Xiang Zhang	Wei Wang	3
Stefan Edlund	Jussi Myllymaki	1
Charu C. Aggarwal	Bo Zhang	1
Jin Jing	Omran A. Bukhres	1
Yan Liu	Jaime G. Carbonell	1
Jun Liu	Rinkal Patel	1
Luigi Iannone	Valentina A. M. Tamma	1
Matthew Siegler	Robert Stockton	1
Deborah Silver	Paul B. Kantor	1
Ratnesh K. Sharma	Manish Marwah	1
Chang-Shing Perng	Sheng Ma	7
Yong Yu	Ben Fei	1
Alistair Veitch	Charles B. Morrey	1
Leonidas Fegaras	Sujoe Bose	1
Leonardo C. da Rocha	Marcos Andre Goncalves	1
Cesar A. Santana	Ernest V. Garcia	1
Boon Chuan Pang	Tianxia Gong	1
Alexander Tuzhilin	Hong Zhang	1
Tak Wah Lam	Ben Kao	1
Kenneth W. Ng	Edmond Mesrobian	2
Yasuhiro Fujiwara	Yasushi Sakurai	1
Yueting Zhuang	Qing Li	1
Ivor W. Tsang	Andras Kocsor	1
Brian Staats	Ben Shneiderman	1
Gabriella Kazai	Mariano P. Consens	1
Edward Y. Chang	Michael R. Lyu	1
Qiang Yang	Shi-Ming Zhang	1
Yuchang Lu	Hongwei Zhang	2
Carmel Domshlak	Ehud Gudes	1
Howard J. Hamilton	Hong Yao	1
Ya Zhang	Stephen R. Holbrook	1
Omer Egecioglu	Hakan Ferhatosmanoglu	1
Jake M. Hofman	Luis A. N. Amaral	1
Brian Taylor	David Jensen	1
Kingshy Goh	Beitao Li	1
Sonal Gupta	Mikhail Bilenko	1
Huidong Jin	Kwong-Sak Leung	2
William W. Cohen	Jacob Richman	1
Ronen Feldman	Jonathan Schler	1
Mong-Li Lee	Tok Wang Ling	2
C. Lee Giles	Seyda Ertekin	1
Wayne Niblack	Rani Nelken	1
W. Philip Kegelmeyer	Kevin W. Bowyer	1
Ruijie Guo	Hongbo Xu	1
C. Lee Giles	Qingzhao Tan	2
Edgar Hotz	M. Wieczorek	1
Volker Heun	Johannes Fischer	1
Andrew W. Moore	Jeremy Kubica	3
Ashley W. Plank	Jia Liang Han	1
Jose Ramon Mendez	L. R. Janeiro	1
Carlos Ordonez	Jose A. Taboada	1
Mehmet Keskinoz	Yucel Saygin	1
Iftekhar Ahmad	Ruhul A. Sarker	1
Ying Xu	Ravi Kumar	1
James P. Callan	Jade Goldstein	1
Kingshy Goh	Edward Y. Chang	2
Chris Buckley	Robert S. Bauer	1
Kyuseok Shim	Dongjoon Hyun	1
David Fuhry	Ruoming Jin	2
Steve A. Chien	Ronald Greeley	2
Adrian Muller	Klemens Bohm	1
Yong Yu	Hua-Jun Zeng	3
Daniel Jurafsky	Wayne Ward	1
Frans Coenen	Paul H. Leng	3
Tzung-Pei Hong	Chai-Ying Lee	1
Daniel Fleder	Adrian Becker	1
Shipeng Yu	R. Bharat Rao	1
Byron J. Gao	Obi L. Griffith	1
Xiaodan Song	Shenghuo Zhu	1
James Bailey	Guozhu Dong	1
Mingxi Wu	Chris Jermaine	2
Li Wang	Ji Zhu	1
Alfredo Alba	W. Scott Spangler	1
Bruno M. Fonseca	Nivio Ziviani	1
Peter Lohman	Robert M. Wehrmeister	1
Alexander Pretschner	Susan Gauch	1
Le Hoai Minh	Le Thi Hoai An	1
John H. Thornton Jr	Ruoming Jin	1
Byron Dom	Christopher S. Campbell	1
A. Inkeri Verkamo	Mika Klemettinen	1
Pannagadatta K. Shivaswamy	Martin Jansche	1
Michael J. Donahoo	Wai Gen Yee	2
Anthony Kosky	Susan B. Davidson	1
Xueqi Cheng	Songbo Tan	2
Paul B. Kantor	Ophir Frieder	1
Christian Hubler	Karsten M. Borgwardt	1
Alejandro Bassi	Terumasa Aoki	1
Evgeniy Gabrilovich	Massimiliano Ciaramita	1
Wang-Chien Lee	Bo Luo	1
Ravi Janardan	Zheng Zhao	1
Sergio Gomez-Villamor	Jordi Nin	1
William P. Birmingham	C. Lee Giles	1
M. Baum	M. Fisher	1
Kanagasabai Rajaraman	Ah-Hwee Tan	2
Victor S. Sheng	Nazim H. Madhavji	1
Zheng Chen	Shen Huang	1
Tao Xiong	Qi Li	1
Ning Li	Mauricio R. Mediano	1
Kia Makki	Ivan Radev	1
D. Gershkovich	Amnon Meisels	1
Rich Holada	Wayne Thompson	1
Amr Ahmed	Robert F. Murphy	1
Srinivasan Parthasarathy	Wei Li	2
Alexandru Niculescu-Mizil	Cristian Bucila	1
Edward Omiecinski	Jose A. Taboada	1
R. Scott Cost	Pavan Reddivari	1
Minghua Zhang	Chi Lap Yip	1
Tom Brijs	Gilbert Swinnen	2
Jesus Cerquides	Maite Lopez	1
Keith Hatchard	Doug Mewhort	1
Xueqi Cheng	Hongbo Xu	3
Wojciech Ziarko	Nick Cercone	2
Aurelie C. Lozano	Naoki Abe	3
Chi-Hoon Lee	Yan Liu	1
Xuehua Shen	Jiawei Han	1
Yanzan Zhou	Xin Jin	2
Yunhua Hu	Shenjie Li	1
Haruhiko Kojima	Yasushi Sakurai	1
Binyamin Rosenfeld	Jonathan Stoppi	1
Jiajin Huang	Yiyu Yao	1
Vassilis Plachouras	Vanessa Murdock	1
Vincent Lemaire	Alexis Bondu	1
Udo Grimmer	W. Heuser	1
Bill P. Buckles	Kun Zhang	2
Panayiotis Tsaparas	Rakesh Agrawal	1
Jianhui Chen	Jieping Ye	4
Stephen R. Holbrook	Tao Li	1
Gopal Renganathan	Padhraic Smyth	1
Jianhui Chen	Mingrui Wu	1
Suk-Chung Yoon	Il-Yeol Song	3
Steven Orla Kimbrough	Zhiqiang Zheng	1
Chengwen Liu	Naphtali Rishe	1
Hong Shen	Jiuyong Li	2
David Jensen	Dawn Lawrie	1
Raymond J. Mooney	Arindam Banerjee	1
Khalid Al-Kofahi	Tonya Custis	1
Jianzhuang Liu	Wei Liu	1
Binyamin Rosenfeld	Moshe Fresko	2
Pengyue J. Lin	Lan Ye	1
Constantin F. Aliferis	Lewis Frey	1
A. Ketterlin	Jerzy J. Korczak	1
Anmol Bhasin	Sudarshan Lamkhede	1
R. Kurt Ungar	Trevor J. Stocki	1
Noam Palatin	Assaf Schuster	1
David Emmitt	Xiang Li	1
Jian Pei	Wenmin Li	1
Yoelle S. Maarek	Ronny Lempel	1
Philip S. Yu	Pascal Frossard	1
Qiaozhu Mei	Dengyong Zhou	1
Zheng Chen	Lijun Chen	1
Haixun Wang	Edwin P. D. Pednault	1
Bart Kuijpers	Luis Otavio Alvares	1
Richard Sproat	ChengXiang Zhai	1
Jianhan Zhu	Stefan M. Ruger	1
Feida Zhu	Xifeng Yan	3
Jie Zhang	Edward P. F. Chan	1
Ingmar Weber	Holger Bast	1
Marcos Andre Goncalves	David Fernandes	1
Osmar R. Zaiane	Wei Wang	1
Ofer Harel	Robert Aseltine	1
Songting Chen	Bin Liu	1
M. Sulaiman Khan	Maybin K. Muyeba	1
Tzung-Pei Hong	Shian-Shyong Tseng	2
Ashraf A. Kassim	Shuicheng Yan	1
Gholamreza Nakhaeizadeh	H. Kauderer	1
Byron J. Gao	Steven J. M. Jones	1
Takahiko Ito	Taku Kudo	1
Il-Yeol Song	Illhoi Yoo	2
Olivier Verscheure	ErHeng Zhong	1
Ricardo da Silva Torres	Weiguo Fan	1
Diego di Bernardo	Giuseppe Longo	1
Qiming Chen	Meichun Hsu	1
W. Philip Kegelmeyer	Divya Bhadoria	1
Mohammad El-Hajj	Paul Nalos	1
Hwanjo Yu	Xiaolei Li	1
Ching-Huang Yun	Kun-Ta Chuang	2
Gadi Pinkas	Einat Neumann	1
Martin Kohler	Vasa Curcin	1
Brent Wenerstrom	Christophe G. Giraud-Carrier	1
David Dominguez-Sal	Josep Aguilar-Saborit	1
Celmar G. Silva	Heloisa Vieira da Rocha	1
Kevin Shaw	Vincent Miller	1
Jeff G. Schneider	Andrew W. Moore	2
Giancarlo Raiconi	Roberto Tagliaferri	1
Yimin Xiong	Dit-Yan Yeung	1
Justin Zobel	Alistair Moffat	3
Chaojing Sun	Wei Zhang	1
Urvi Shah	Timothy W. Finin	1
Nancy Obuchowski	Glenn Fung	1
Wei Tang	Hui Xiong	1
Wen-Lian Hsu	Huei-Long Wang	1
Elisa Bertino	S. Salerno	1
Raymond J. Mooney	Chase Krumpelman	1
Takeharu Eda	Makoto Onizuka	1
Christos Faloutsos	Edoardo Airoldi	1
Hongjun Lu	Dimitris Fragoudis	1
Jaideep Srivastava	Difu Su	1
Changhu Wang	Feng Jing	1
Yonatan Aumann	Yehuda Lindell	1
Patrick Wendel	Vasa Curcin	1
Joao M. B. Cavalcanti	Karane Vieira	1
Yang Wang	Andrew K. C. Wong	1
Ian Porteous	Max Welling	1
Machon Gregory	Anthony Don	1
Lie Lu	Zhiwei Li	1
Mahesh V. Joshi	Vipin Kumar	2
Belle L. Tseng	Edward Y. Chang	1
Kewei Chen	Min Bae	1
David D. Lewis	Yoram Singer	1
George Kollios	Nick Koudas	1
Dmitry Pavlov	John F. Canny	1
Lei Zhang	Xiaowen Ding	1
Daniel A. Keim	Reuven Kashi	1
Dmitrii Polshakov	Srinivasan Parthasarathy	1
Steven W. Norton	Kazuo J. Ezawa	1
Michail Vlachos	Eamonn J. Keogh	2
Meng Chang Chen	Chien Chin Chen	2
Won Suk Lee	Se Jung Shin	1
Shaoping Ma	Canhui Wang	1
Karl Schultz	Andrew McCallum	1
Klaus R. Dittrich	Stella Gatziu	1
Jade Goldstein	Gary M. Ciany	1
Yun Chi	Rong Jin	1
Matthieu Cord	Eduardo Valle	1
Oscar Valdivia	Vagelis Hristidis	1
M. Tamer Ozsu	Abdullah Uz Tansel	1
Shenghua Bao	Jinwen Guo	1
Marcus Fontoura	Vanessa Murdock	1
Mirek Riedewald	Daniel Fink	1
Pedro O. S. Vaz de Melo	Antonio Alfredo Ferreira Loureiro	1
Byeong-Soo Jeong	Young-Koo Lee	1
Ben Kao	Kam-yiu Lam	1
Qiang Yang	QianSheng Cheng	1
Sid-Ahmed Berrani	Patrick Gros	1
Chenyi Xia	Mong-Li Lee	1
Peter M. G. Apers	Harold van Heerde	1
Martin Mozina	Aleks Jakulin	1
Tong Zhang	Vijay S. Iyengar	1
Steve Lawrence	Andries Kruger	2
Noureddine Mouaddib	Guillaume Raschia	1
Steve Horvat	Marc Sobel	1
Dmitry Pavlov	Ye Chen	1
Toshiro Kubota	Marcos Salganicoff	1
Andrew Lim	Chi-Hung Chi	1
Jasmine Novak	Daniel Gruhl	1
Michael R. Berthold	Christian Borgelt	1
Douglas Holt	Lan Ye	1
Chun Tang	Aidong Zhang	4
M. Baum	Amit P. Sheth	1
Belle L. Tseng	Jun'ichi Tatemura	2
Philip S. Yu	Kun-Lung Wu	7
Teruaki Homma	Hiroshi Motoda	1
Thomas Seidl	Mohammed Javeed Zaki	1
Kurt W. Deschler	Elke A. Rundensteiner	1
Dakshi Agrawal	Ting Wang	1
Ning Li	Chavdar Botev	1
Sean Cox	Ted Younglove	1
Steve Lawrence	Christian W. Omlin	1
Jose Manuel Pena	Sylvain Letourneau	1
Chew Lim Tan	Suisheng Tang	1
Rinkal Patel	Teresa Wu	2
Clement T. Yu	Carlo Curino	1
Neeraj Agrawal	Sachindra Joshi	1
Xiaoshu Hang	Gang Li	1
Mukesh K. Mohania	Millist W. Vincent	1
Seth Hettich	Michael J. Pazzani	1
Xiaofeng Gao	Weili Wu	1
Ruben H. Zamar	R. Douglas Martin	1
Christos Faloutsos	Zhongfei Zhang	1
David Jensen	Matthew J. Rattigan	2
Jun Rao	Nimrod Megiddo	1
Hiroki Arimura	Shinji Kawasoe	1
Naoki Abe	Edwin P. D. Pednault	2
Haim Bodek	Dave Northcutt	1
Ke Wang	Yunhe Pan	1
Yaling Zheng	Stephen D. Scott	1
Seung-Taek Park	Omid Madani	1
Foster J. Provost	Claudia Perlich	1
Hong-Cheu Liu	Kotagiri Ramamohanarao	1
Mikko Jegoroff	Mykola Pechenizkiy	1
Robert E. Banfield	Kevin W. Bowyer	1
Zhenyuan Wang	Kin-Hong Lee	1
Xingquan Zhu	Peng Zhang	3
Enrico Blanzieri	Sabrina Recla	1
Jeffery S. Aaronson	Juergen Haas	1
Bamshad Mobasher	Tao Luo	1
Anthony K. H. Tung	Bing Tian Dai	1
Nikos Anerousis	Yi Chen	1
Le Chen	Kefeng Deng	1
David Jensen	Tim Oates	2
Chun Kit Chui	Wang Kay Ngai	1
Yufei Tao	Huiping Cao	1
Jon M. Kleinberg	Dan Cosley	1
Amin Saberi	Mohammad Mahdian	1
Lobna Hlaoua	Karen Pinel-Sauvagnat	1
Yu He	Ke Wang	2
Richard Fritzson	Timothy W. Finin	1
Sumit K. Sanghai	Pedro Domingos	1
Isaac G. Councill	Vivek Bhatnagar	1
Lian'en Huang	Lei Wang	1
Jian-Tao Sun	Yuchang Lu	1
Jon Sticklen	William F. Punch	1
C. Lee Giles	David M. Pennock	2
Rene Banares-Alcantara	Zhanfeng Cui	1
Alexander Tuzhilin	Bing Liu	1
Andrew McCallum	Michael L. Wick	2
Paul B. Kantor	H. Douglas Moser	1
Bruce Cottman	Richard Mark Soley	1
Stefan Wrobel	Christian Decomain	1
Andreas Karwath	Kristian Kersting	1
Blayne Field	Vipin Kumar	1
Chen Ding	Chi-Hung Chi	1
Gilbert Swinnen	Koen Vanhoof	2
Elias Pampalk	Gerhard Widmer	1
Toshiro Kubota	R. Bharat Rao	1
Debbie Dunn	Lars Rohrberg	1
Sourav S. Bhowmick	Wei-Ying Ma	1
Yaling Zheng	Kun Deng	1
Claus Weihs	Gero Szepannek	2
Bernhard Ganter	Gerd Stumme	1
Stan Sclaroff	Dimitrios Gunopulos	1
Jian-Tao Sun	Wei-Ying Ma	1
Ivo Duntsch	Dayou Liu	1
Diane Kelly	Vanessa Murdock	1
David Hart	Eamonn J. Keogh	1
Michael Hay	David Jensen	1
Jean Bolot	Mukund Seshadri	1
Moses Charikar	Wei Dong	1
Hongjun Lu	Dongqing Yang	1
Bodo Billerbeck	Hugh E. Williams	1
Steve Vejcik	Robert L. Grossman	1
Elizabeth Krawczynska	Ernest V. Garcia	1
Anastasios Tombros	Patrick Gallinari	1
Zhong Su	Li Ma	1
Torsten Suel	Yen-Yu Chen	2
Javed A. Aslam	Robert Savell	1
Jonathan Stoppi	Yair Liberzon	1
Yong Cao	Chunyu Yang	1
Mike Hoskins	Michael Zeller	1
Jon M. Kleinberg	Xiangyang Lan	1
Wai Gen Yee	Ophir Frieder	2
Jun Xu	Weijian Ni	1
John C. Shafer	Ramakrishnan Srikant	1
Tianbao Yang	Shenghuo Zhu	1
David Minnen	Thad Starner	1
Naoki Abe	John Langford	3
Herman Lam	Zhidong Yang	1
Cheqing Jin	Chaofeng Sha	1
Abdelmajid Ben Hamadou	Mohamed Hammami	1
Huimin Chen	Henry L. Bart Jr	1
Jeroen F. J. Laros	Joost N. Kok	1
Jie Lu	James P. Callan	2
Bilahari Akkiraju	Rahul Ramachandran	1
Stefan Siersdorfer	Sergej Sizov	1
Javed A. Aslam	Alan Feuer	1
Zhong Su	Juanzi Li	1
Ryota Suzuki	Yoshitsugu Kakemoto	1
George Karypis	Nikil Wale	1
Peter Milne	Graham J. Williams	1
Huijia Zhu	Xiaoxun Zhang	1
Wagner Meira Jr	Marcos Andre Goncalves	2
Srinivasan Parthasarathy	S. Srinivasan	1
Jaideep Srivastava	Pang-Ning Tan	1
Jiang-Ming Yang	Lei Zhang	2
Prasad M. Deshpande	Vikas Krishna	1
Laura K. Dillon	Amr El Abbadi	1
Shaoyi Yin	Philippe Pucheral	1
Jon M. Kleinberg	Gueorgi Kossinets	1
Vanesa Lobato	Alberto B. Diez	1
Andrew Connolly	Jeremy Kubica	1
Alexander P. Topchy	William F. Punch	1
Xiaoyun Xu	Philip S. Yu	1
Gueorgi Kossinets	David Jensen	1
Jun Liu	Teresa Wu	1
Qiang Yang	Dong Zhuang	1
Yiyu Yao	Mahesh Shrestha	1
Foster J. Provost	Bruce G. Buchanan	1
Wensi Xi	Wei-Ying Ma	4
Belle L. Tseng	Keke Chen	1
Shengquan Wang	Wei Zhao	1
Yves Lechevallier	Antonio Ciampi	1
Janjao Sutiwaraphun	Jaturon Chattratichat	1
Yi-Leh Wu	Huaxin You	1
Melanie Hilario	Julien Prados	1
Tarang Patel	Wray L. Buntine	1
Mary S. Neff	Keh-Shin F. Cheng	1
Michael Hay	Lisa Friedland	1
Jimmy J. Lin	Boris Katz	1
Jenny Chiang	Wei Wang	1
Marco Cammisa	Alessandro Moschitti	1
Fang Liu	Weiyi Meng	3
Mike Hoskins	Rick Pechter	1
I. Cid	Florentino Fdez-Riverola	2
